GeneID	Common name	chrom	Strand	TSS	TTS	
YEL050C	RML2	chrV	-	60913	59561	
YEL049W	PAU2	chrV	+	63626	64268	
CUT546		chrV	-	63724	62821	
Unit158		chrV	-	64420	64137	
YEL048C		chrV	-	65193	64193	
YEL047C	FRDS	chrV	-	66817	65385	
Unit159		chrV	-	67183	67029	
YEL046C	GLY1	chrV	-	68897	67369	
YEL044W	IES6	chrV	+	69669	70237	
YEL043W		chrV	+	70221	71981	
YEL042W	"GDA1, GDPase"	chrV	+	73589	75477	
Unit185		chrV	+	75659	75905	
YEL041W	YEF1	chrV	+	75842	77609	
YEL040W	"UTR2, CRH2"	chrV	+	78021	79629	
YEL039C	CYC7	chrV	-	80177	79249	
YEL038W	UTR4	chrV	+	80413	81053	
YEL037C	RAD23	chrV	-	82785	81177	
YEL036C	"ANP1, MNN8, GEM3"	chrV	-	84753	83025	
YEL034W	"HYP2, TIF51A"	chrV	+	85589	86301	
YEL035C	UTR5	chrV	-	85647	84867	
anti-YEL033W		chrV	-	86374	86276	
YEL032W	MCM3	chrV	+	86885	89317	
YEL031W	"SPF1, PER9, PIO1, COD1"	chrV	+	90221	93941	
YEL030W	"ECM10, SSC3"	chrV	+	94542	96756	
YEL029C	BUD16	chrV	-	97841	96953	
Unit162		chrV	-	100388	100225	
YEL027W	"CUP5, VMA3, GEF2, CLS7"	chrV	+	100685	101517	
YEL026W	SNU13	chrV	+	101773	102373	
YEL025C	SRI1	chrV	-	106153	102505	
YEL024W	RIP1	chrV	+	107165	108317	
YEL023C		chrV	-	110654	108326	
YEL022W	GEA2	chrV	+	111333	115877	
YEL021W	URA3	chrV	+	116117	116933	
YEL020W-A	TIM9	chrV	+	117109	117652	
SUT088		chrV	+	118097	118673	
YEL020C		chrV	-	120401	118439	
YEL019C	MMS21	chrV	-	121345	118521	
YEL018W	EAF5	chrV	+	121453	122341	
YEL017C-A	PMP2	chrV	-	122977	122449	
YEL017W	GTT3	chrV	+	123589	124461	
YEL016C	NPP2	chrV	-	126401	124641	
YEL015W	"EDC3, LSM16, DCP3"	chrV	+	126589	128229	
YEL013W	"VAC8, YEB3"	chrV	+	128573	130597	
YEL012W	"UBC8, GID3"	chrV	+	131661	131781	
YEL011W	"GLC3, GHA1"	chrV	+	132933	134861	
SUT504		chrV	-	135397	132677	
YEL009C	"GCN4, ARG9, AAS3"	chrV	-	139865	138740	
YEL007W	TOS9	chrV	+	141630	143894	
YEL006W	"YEA6, NDT2"	chrV	+	144270	145598	
YEL005C	"VAB2, VAB31"	chrV	-	146786	145938	
YEL004W	YEA4	chrV	+	146902	148686	
YEL003W	"GIM4, PFD2"	chrV	+	148126	148777	
YEL002C	WBP1	chrV	-	150074	148882	
CUT106		chrV	+	150290	151762	
YEL001C		chrV	-	151033	150210	
Unit167		chrV	-	151843	151498	
CUT547		chrV	-	152662	152174	
YER001W	MNN1	chrV	+	153486	155886	
SUT506		chrV	-	156494	156110	
YER002W	NOP16	chrV	+	156758	157494	
YER003C	"PMI40, PMI"	chrV	-	159162	159082	
YER004W		chrV	+	159542	160541	
YER005W	"YND1, YEJ5"	chrV	+	160526	162454	
SUT507		chrV	-	162446	161494	
YER006W	NUG1	chrV	+	162670	164334	
YER007W	PAC2	chrV	+	164334	166222	
YER007C-A	"TMA20, RBF20"	chrV	-	166930	166874	
YER008C	"SEC3, PSL1"	chrV	-	171890	168010	
YER009W	NTF2	chrV	+	172054	172638	
YER010C		chrV	-	173370	172946	
SUT089		chrV	+	173474	173770	
YER011W	"TIR1, SRP1"	chrV	+	175174	176085	
SUT508		chrV	-	177590	176086	
YER012W	PRE1	chrV	+	177750	178422	
CUT550		chrV	-	178574	178206	
YER013W	PRP22	chrV	+	178806	182278	
YER014W	HEM14	chrV	+	182550	183926	
YER015W	"FAA2, FAM1"	chrV	+	184439	186953	
YER014C-A	BUD25	chrV	-	184802	183553	
SUT509		chrV	-	188070	186934	
YER016W	"BIM1, EB1, YEB1"	chrV	+	188222	189190	
YER017C	"AFG3, YTA10"	chrV	-	191890	189483	
SUT090		chrV	+	191978	192682	
YER019W	ISC1	chrV	+	192390	192862	
YER018C	SPC25	chrV	-	192698	191874	
SUT510		chrV	-	194150	192782	
YER019C-A	"SBH2, SEB2"	chrV	-	194642	194218	
YER020W	"GPA2, SSP101"	chrV	+	195022	196654	
YER021W	"RPN3, SUN2"	chrV	+	196878	198558	
YER022W	"SRB4, MED17"	chrV	+	198774	200918	
YER023W	"PRO3, ORE2"	chrV	+	201022	202134	
YER024W	YAT2	chrV	+	202090	205141	
SUT512		chrV	-	204590	203350	
YER025W	"GCD11, eIF2 gamma, SUI4"	chrV	+	205182	206926	
YER026C	"CHO1, PSS1"	chrV	-	208562	207618	
CUT107		chrV	+	208762	209066	
YER027C	"GAL83, SPM1"	chrV	-	210330	208986	
CUT108		chrV	+	210490	210834	
YER028C	MIG3	chrV	-	211922	210634	
YER029C	"SMB1, SmB, Sm B"	chrV	-	213250	212490	
YER030W		chrV	+	213406	213918	
YER031C	"YPT31, YPT8"	chrV	-	214786	213914	
YER032W	"FIR1, PIP1"	chrV	+	214982	217894	
YER033C	ZRG8	chrV	-	221354	218122	
YER034W		chrV	+	221799	222582	
YER035W	EDC2	chrV	+	222566	223206	
YER036C	ARB1	chrV	-	225250	223258	
YER037W	PHM8	chrV	+	225830	227006	
YER038C	KRE29	chrV	-	228354	226680	
YER039C	"HVG1, YEM9"	chrV	-	229514	226138	
YER039C-A		chrV	-	229583	229085	
YER040W	GLN3	chrV	+	229710	231998	
YER041W	YEN1	chrV	+	232382	233798	
YER042W	"MXR1, MSRA"	chrV	+	234835	235669	
YER043C	SAH1	chrV	-	237178	235570	
YER044C	"ERG28, BUD18"	chrV	-	238130	237458	
CUT109		chrV	+	238650	239162	
YER044C-A	MEI4	chrV	-	239282	238114	
YER045C	ACA1	chrV	-	241538	240050	
YER046W	SPO73	chrV	+	243078	243789	
YER047C	SAP1	chrV	-	246706	245650	
YER048C	CAJ1	chrV	-	248242	246890	
anti051		chrV	-	249778	248681	
YER048W-A	ISD11	chrV	+	250616	251180	
YER049W		chrV	+	251638	253702	
YER050C	RSM18	chrV	-	254450	253922	
YER051W	JHDM1	chrV	+	254630	256262	
YER052C	"HOM3, SIL4, BOR1"	chrV	-	258082	256346	
YER053C	PIC2	chrV	-	259738	258642	
YER053C-A		chrV	-	261148	260755	
CUT110		chrV	+	261954	262802	
YER054C	GIP2	chrV	-	263800	261874	
YER055C	HIS1	chrV	-	265914	264930	
YER056C	"FCY2, BRA7"	chrV	-	268202	266786	
Unit171		chrV	-	268692	268370	
SUT091		chrV	+	268859	269427	
YER056C-A	RPL34A	chrV	-	270219	270147	
SUT092		chrV	+	270691	271571	
YER057C	"HMF1, HIG1"	chrV	-	271203	270715	
YER058W	PET117	chrV	+	271735	272111	
CUT555		chrV	-	272271	272087	
YER059W	PCL6	chrV	+	272447	273887	
YER060W	FCY21	chrV	+	274439	276111	
YER060W-A	FCY22	chrV	+	277071	277719	
SUT514		chrV	-	278263	273983	
YER061C	CEM1	chrV	-	279667	278379	
YER062C	"HOR2, GPP2"	chrV	-	280835	279827	
YER063W	THO1	chrV	+	281623	282439	
CUT557		chrV	-	282447	281567	
YER064C		chrV	-	284307	282515	
anti052		chrV	+	285190	287407	
YER065C	ICL1	chrV	-	287251	285211	
YER066W		chrV	+	290140	290977	
Unit172		chrV	-	291224	290867	
YER067W		chrV	+	291775	292599	
YER068W	"MOT2, SIG1, NOT4"	chrV	+	292975	294807	
CUT558		chrV	-	294919	294287	
Unit193		chrV	+	294962	295131	
YER069W	"ARG5,6"	chrV	+	295343	298103	
YER070W	"RNR1, SDS12, RIR1, CRT7"	chrV	+	298887	301751	
CUT559		chrV	-	301695	301023	
YER071C		chrV	-	302371	301843	
YER072W	"VTC1, PHM4, NRF1"	chrV	+	302703	303351	
CUT561		chrV	-	303359	302647	
Unit194		chrV	+	303793	303991	
YER073W	ALD5	chrV	+	303952	305745	
YER074W	"RPS24A, RPS24EA"	chrV	+	306257	306801	
YER074W-A	YOS1	chrV	+	307551	308301	
SUT094		chrV	+	309005	309045	
YER075C	PTP3	chrV	-	311373	308349	
YER076C		chrV	-	313829	312485	
YER077C		chrV	-	316557	315309	
CUT111		chrV	+	316773	317149	
YER078C		chrV	-	318461	316781	
YER078W-A		chrV	+	318544	318988	
YER079W		chrV	+	318841	319681	
CUT562		chrV	-	319761	319369	
YER080W		chrV	+	319905	321841	
CUT563		chrV	-	321905	321577	
YER081W	SER3	chrV	+	322617	324201	
YER082C	"UTP7, KRE31"	chrV	-	325997	324309	
CUT112		chrV	+	326173	326549	
YER083C	"GET2, RMD7, HUR2"	chrV	-	327053	326253	
YER085C		chrV	-	328242	327441	
YER086W	"ILV1, ISO1"	chrV	+	328401	330289	
YER087W		chrV	+	330505	332385	
YER087C-B	"SBH1, YER087C-A, SEB1"	chrV	-	332932	332404	
Unit175		chrV	-	333158	333035	
YER088C	DOT6	chrV	-	335309	334981	
SUT095		chrV	+	335589	335733	
Unit176		chrV	-	337652	337464	
YER089C	PTC2	chrV	-	337717	335861	
YER090W	TRP2	chrV	+	337873	338785	
Unit195		chrV	+	339629	339719	
YER091C	MET6	chrV	-	342237	339701	
YER092W	IES5	chrV	+	342817	343449	
YER093C	"TSC11, AVO3"	chrV	-	347677	343189	
CUT114		chrV	+	347781	348485	
YER093C-A		chrV	-	348661	347901	
YER094C	"PUP3, SCS32"	chrV	-	349453	348645	
YER095W	"RAD51, MUT5"	chrV	+	349913	351393	
YER096W	SHC1	chrV	+	351596	353414	
YER098W	UBP9	chrV	+	355409	357961	
YER099C	PRS2	chrV	-	359125	358085	
YER100W	"UBC6, DOA2"	chrV	+	359281	360393	
YER101C	AST2	chrV	-	361909	360629	
YER102W	RPS8B	chrV	+	362689	363104	
SUT515		chrV	-	364313	363969	
YER103W	"SSA4, YG107"	chrV	+	364361	366481	
YER104W	RTT105	chrV	+	366761	367529	
YER105C	NUP157	chrV	-	372053	367885	
YER106W	MAM1	chrV	+	372224	373412	
YER107C	"GLE2, RAE1"	chrV	-	374741	373413	
YER109C	"FLO8, YER108C, PHD5"	chrV	-	377789	375549	
SUT096		chrV	+	377949	378709	
YER110C	"KAP123, YRB4"	chrV	-	382237	378637	
YER111C	"SWI4, ART1"	chrV	-	386197	382597	
Unit177		chrV	-	386823	385689	
YER112W	"LSM4, USS1, SDB23"	chrV	+	387137	387793	
YER113C		chrV	-	390165	387845	
YER114C	"BOI2, BEB1"	chrV	-	394029	390373	
YER115C	SPR6	chrV	-	394969	394114	
CUT115		chrV	+	395285	395517	
YER116C	SLX8	chrV	-	396269	394245	
YER117W	RPL23B	chrV	+	396721	396809	
YER118C	"SHO1, SSU81"	chrV	-	399261	397997	
YER119C	AVT6	chrV	-	400877	399397	
YER120W	SCS2	chrV	+	401089	401905	
SUT516		chrV	-	402321	401889	
YER122C	GLO3	chrV	-	404437	402886	
YER123W	"YCK3, CKI3"	chrV	+	404625	406705	
YER124C	DSE1	chrV	-	409133	407029	
Unit197		chrV	+	409700	410118	
YER125W	"RSP5, SMM1, UBY1, NPI1, MUT2, MDP1"	chrV	+	410087	412796	
Unit179		chrV	-	413313	412937	
YER126C	NSA2	chrV	-	414253	413269	
YER127W	LCP5	chrV	+	414457	415641	
anti-YER127W-1		chrV	-	415701	415528	
YER128W		chrV	+	415817	416417	
CUT565		chrV	-	416129	415777	
CUT566		chrV	-	416561	416129	
YER129W	"SAK1, PAK1"	chrV	+	417179	420887	
CUT116		chrV	+	422189	422613	
YER130C		chrV	-	422549	420973	
YER131W	RPS26B	chrV	+	423513	423961	
CUT117		chrV	+	425237	425533	
YER132C	PMD1	chrV	-	430893	425133	
YER133W	"GLC7, DIS2S1, PP1, DIS2, CID1"	chrV	+	432409	432673	
CUT568		chrV	-	432857	432553	
YER134C		chrV	-	437853	437109	
YER136W	"GDI1, SEC19"	chrV	+	439481	441161	
YER137C		chrV	-	441861	440109	
YER138W-A		chrV	+	449372	449756	
YER139C		chrV	-	451374	449877	
YER140W		chrV	+	451531	452754	
YER141W	COX15	chrV	+	453394	455090	
YER142C	"MAG1, MMS5"	chrV	-	456078	455150	
YER143W	"DDI1, VSM1"	chrV	+	456266	457642	
YER144C	UBP5	chrV	-	460486	460222	
YER145C	FTR1	chrV	-	461782	460478	
YER146W	LSM5	chrV	+	462538	462954	
YER147C	SCC4	chrV	-	464910	463006	
YER148W	"SPT15, TBP, TBP1, BTF1"	chrV	+	465090	466154	
YER149C	"PEA2, PPF2, DFG9"	chrV	-	467542	466214	
YER150W	SPI1	chrV	+	468322	468858	
YER151C	UBP3	chrV	-	472526	469508	
YER152C		chrV	-	474110	469622	
YER153C	PET122	chrV	-	474750	474094	
YER154W	"OXA1, PET1402"	chrV	+	474994	476298	
YER155C	"BEM2, TSL1, SUP9, IPL2"	chrV	-	482886	476230	
YER156C		chrV	-	484366	483206	
YER157W	"COG3, SEC34, GRD20"	chrV	+	484778	486994	
anti053		chrV	-	488534	487829	
SUT097		chrV	+	489926	491262	
YER158C		chrV	-	490790	489230	
YER159C	"BUR6, NCB1"	chrV	-	492150	491406	
YER161C	"SPT2, EXA1, SIN1"	chrV	-	500398	499262	
CUT119		chrV	+	500638	501334	
YER162C	RAD4	chrV	-	503134	500630	
YER163C		chrV	-	503822	503118	
SUT098		chrV	+	504006	504950	
YER164W	CHD1	chrV	+	505090	509898	
YER165W	PAB1	chrV	+	510202	512226	
SUT517		chrV	-	510218	509818	
YER166W	DNF1	chrV	+	512442	516522	
YER167W	"BCK2, CTR7"	chrV	+	517930	520818	
YER168C	"CCA1, TNT1"	chrV	-	522718	521038	
SUT518		chrV	-	522938	522874	
YER169W	RPH1	chrV	+	523090	529522	
YER170W	"ADK2, PAK3, AKY3"	chrV	+	525872	526829	
YER171W	"RAD3, REM1"	chrV	+	526980	529596	
SUT519		chrV	-	527266	526937	
YER172C	"BRR2, PRP44, SNU246, SLT22, RSS1"	chrV	-	536094	529382	
YER173W	"RAD24, RS1"	chrV	+	536274	538346	
YER174C	GRX4	chrV	-	539310	538550	
YER175C	"TMT1, TAM1"	chrV	-	540465	539286	
YER175W-A		chrV	+	540548	540992	
anti054		chrV	-	541462	540709	
YER176W	"ECM32, MTT1, HEL1"	chrV	+	541642	545562	
CUT571		chrV	-	545066	544618	
YER177W	"BMH1, 6-Apr"	chrV	+	545546	546450	
Unit181		chrV	-	546579	546464	
YER178W	PDA1	chrV	+	546778	548146	
YER179W	"DMC1, ISC2"	chrV	+	548319	549695	
SUT521		chrV	-	549242	548578	
YER180C	ISC10	chrV	-	550629	549546	
YER180C-A	SLO1	chrV	-	551224	550687	
YER182W		chrV	+	552466	553274	
YER183C	FAU1	chrV	-	553982	553262	
SUT099		chrV	+	554134	556030	
YER184C		chrV	-	559046	555998	
YER185W		chrV	+	559352	560543	
Unit200		chrV	+	560690	561050	
SUT522		chrV	-	561106	559426	
YER186C		chrV	-	562814	561526	
SUT100		chrV	+	562950	564462	
SUT523		chrV	-	563154	562802	
Unit182		chrV	-	563867	563580	
YER187W		chrV	+	566128	566833	
CUT572		chrV	-	567586	567042	
YER188C-A		chrV	-	570009	569430	
YER189W		chrV	+	571053	571701	
YER190W	"YRF1-2, YRF1"	chrV	+	571378	576703	
YER190C-B		chrV	-	576264	575502	
YFL067W		chrVI	+	734	1541	
YFL066C		chrVI	-	2717	1259	
YFL065C		chrVI	-	3440	2852	
YFL064C		chrVI	-	3948	3144	
YFL062W	COS4	chrVI	+	6324	7743	
YFL061W		chrVI	+	9443	10400	
YFL060C	SNO3	chrVI	-	11071	10123	
YFL059W	SNZ3	chrVI	+	11261	12437	
Unit201		chrVI	-	12473	12318	
YFL058W	THI5	chrVI	+	12827	14129	
YFL057C	AAD16	chrVI	-	14865	14127	
YFL056C	AAD6	chrVI	-	15533	14615	
YFL055W	AGP3	chrVI	+	17037	19093	
Unit213		chrVI	+	19792	20649	
YFL054C		chrVI	-	22801	20865	
CUT120		chrVI	+	23105	23329	
YFL053W	DAK2	chrVI	+	23321	25376	
Unit202		chrVI	-	27874	27288	
YFL052W		chrVI	+	28130	29807	
YFL051C		chrVI	-	30642	29880	
YFL050C	ALR2	chrVI	-	35950	33094	
YFL049W	SWP82	chrVI	+	36749	38701	
Unit214		chrVI	+	38706	38837	
YFL048C	EMP47	chrVI	-	40217	38785	
YFL047W	RGD2	chrVI	+	40413	42589	
YFL046W		chrVI	+	42781	43485	
YFL045C	"SEC53, ALG4"	chrVI	-	44481	43609	
CUT121		chrVI	+	44745	46121	
YFL044C	"OTU1, YOD1"	chrVI	-	45593	44465	
YFL042C	YFL043C	chrVI	-	47793	45577	
YFL041W-A		chrVI	+	48632	49103	
YFL041W	FET5	chrVI	+	49101	51045	
YFL040W		chrVI	+	51248	53150	
SUT101		chrVI	+	54578	55274	
YFL039C	"ACT1, actin, ABY1, END7"	chrVI	-	54826	54682	
YFL038C	"YPT1, YP2"	chrVI	-	56066	55250	
YFL037W	"TUB2, SHE8, ARM10"	chrVI	+	56262	57942	
Unit203		chrVI	-	58250	57815	
YFL036W	RPO41	chrVI	+	58534	62846	
YFL034C-B	"MOB2, YFL035C-A, YFL035C"	chrVI	-	64095	62838	
YFL034C-A	"RPL22B, YFL035C-B"	chrVI	-	64994	64162	
YFL034W		chrVI	+	65295	68607	
YFL033C	"RIM15, TAK1"	chrVI	-	74667	73203	
YFL031W	"HAC1, IRE15, ERN4"	chrVI	+	75111	76175	
Unit216		chrVI	+	76303	76535	
YFL030W	AGX1	chrVI	+	76729	78166	
anti055		chrVI	-	77795	76578	
SUT102		chrVI	+	78051	79331	
YFL029C	"CAK1, CIV1"	chrVI	-	79203	77987	
YFL028C	CAF16	chrVI	-	80235	79299	
YFL027C	GYP8	chrVI	-	81979	80427	
YFL026W	STE2	chrVI	+	82527	83887	
YFL025C	BST1	chrVI	-	87315	84267	
SUT103		chrVI	+	89579	90771	
YFL024C	EPL1	chrVI	-	90659	89235	
YFL023W	BUD27	chrVI	+	91007	93287	
YFL022C	FRS2	chrVI	-	95067	93947	
YFL021W	"GAT1, MEP80, NIL1"	chrVI	+	96015	97656	
Unit204		chrVI	-	98010	97558	
YFL020C	PAU5	chrVI	-	99631	99527	
YFL018C	"LPD1, HPD1"	chrVI	-	103191	101543	
SUT526		chrVI	-	103555	103283	
YFL017W-A	"SMX2, SmG, Sm G, YFL018W-A, SNP2"	chrVI	+	103597	104110	
YFL017C	"GNA1, PAT1"	chrVI	-	104503	103951	
SUT104		chrVI	+	105815	105871	
YFL016C	MDJ1	chrVI	-	106302	104607	
YFL014W	"HSP12, HOR5, GLP1"	chrVI	+	107203	107731	
YFL013C	IES1	chrVI	-	109967	107783	
SUT105		chrVI	+	110191	110559	
anti-YFL012W-A-1		chrVI	-	110380	110113	
YFL012W		chrVI	+	110545	111271	
Unit205		chrVI	-	111877	111251	
Unit217		chrVI	+	112072	112333	
YFL011W	HXT10	chrVI	+	112243	114163	
Unit218		chrVI	+	114208	115068	
YFL010W-A	"AUA1, YFL011W-A"	chrVI	+	114888	115452	
YFL010C	WWM1	chrVI	-	115783	114943	
YFL009W	CDC4	chrVI	+	115963	118355	
CUT575		chrVI	-	119170	118642	
YFL008W	"SMC1, CHL10"	chrVI	+	119290	119922	
YFL007W	"BLM10, YFL006W"	chrVI	+	123338	128794	
YFL005W	"SEC4, SRO6"	chrVI	+	130138	130954	
Unit206		chrVI	-	131353	131111	
YFL004W	"VTC2, PHM1"	chrVI	+	131658	134090	
YFL003C	MSH4	chrVI	-	137259	134343	
YFL002C	SPB4	chrVI	-	146958	145166	
YFL001W	"DEG1, PUS3"	chrVI	+	147098	148458	
YFR001W	LOC1	chrVI	+	149082	149714	
CUT576		chrVI	-	149786	149418	
YFR002W	NIC96	chrVI	+	149986	152522	
YFR003C	YPI1	chrVI	-	153182	152518	
YFR004W	"RPN11, MPR1"	chrVI	+	153346	154362	
YFR005C	SAD1	chrVI	-	155918	154350	
YFR006W		chrVI	+	156115	156211	
SUT528		chrVI	-	159139	158203	
YFR007W		chrVI	+	159275	161139	
YFR008W	FAR7	chrVI	+	160433	161378	
YFR009W	GCN20	chrVI	+	162419	164819	
YFR010W	UBP6	chrVI	+	165004	166652	
YFR011C		chrVI	-	167311	166848	
YFR012W		chrVI	+	167786	168674	
SUT529		chrVI	-	168428	167876	
YFR012W-A		chrVI	+	169122	169488	
YFR013W	IOC3	chrVI	+	169861	171573	
YFR014C	CMK1	chrVI	-	173921	172521	
YFR015C	GSY1	chrVI	-	176481	174217	
YFR016C		chrVI	-	180833	179337	
YFR017C		chrVI	-	183069	182237	
YFR018C		chrVI	-	184301	183053	
YFR019W	"FAB1, SVL7"	chrVI	+	184513	186873	
CUT577		chrVI	-	194536	194264	
YFR021W	"ATG18, SVP1, AUT10, CVT18, NMR1"	chrVI	+	194712	196297	
YFR022W	ROG3	chrVI	+	196681	199153	
Unit209		chrVI	-	199410	199022	
anti-ARS607		chrVI	-	199690	199299	
YFR023W	PES4	chrVI	+	199772	201887	
YFR024C-A	"LSB3, YFR024C"	chrVI	-	203469	203389	
YFR025C	HIS2	chrVI	-	204781	203909	
YFR026C		chrVI	-	206359	205570	
YFR027W	"ECO1, CTF7"	chrVI	+	207377	209649	
YFR028C	"CDC14, OAF3"	chrVI	-	210133	208421	
YFR029W	"PTR3, SSY3"	chrVI	+	210865	212937	
YFR030W	MET10	chrVI	+	213225	216401	
SUT530		chrVI	-	213409	213025	
YFR031C	SMC2	chrVI	-	220141	216813	
YFR031C-A	"RPL2A, RPL5B"	chrVI	-	221541	221253	
YFR032C		chrVI	-	223061	221912	
YFR032C-A	RPL29	chrVI	-	223853	223421	
YFR032C-B		chrVI	-	224075	223532	
YFR033C	"QCR6, UCR6, COR3"	chrVI	-	224901	224357	
YFR034C	PHO4	chrVI	-	226013	224885	
YFR035C		chrVI	-	226567	225943	
YFR036W	"CDC26, SCD26, HIT3"	chrVI	+	226922	227378	
SUT106		chrVI	+	229078	229118	
YFR037C	"RSC8, SWH3"	chrVI	-	229230	227454	
YFR038W		chrVI	+	229362	231914	
YFR039C		chrVI	-	233670	232014	
YFR040W	SAP155	chrVI	+	233938	237202	
YFR041C	ERJ5	chrVI	-	238310	237406	
YFR042W		chrVI	+	238410	239146	
YFR043C		chrVI	-	240014	239214	
YFR044C		chrVI	-	241462	239998	
YFR045W		chrVI	+	241962	243066	
YFR046C	CNN1	chrVI	-	244358	242966	
YFR047C	"BNA6, QPT1"	chrVI	-	245214	244342	
YFR048W	RMD8	chrVI	+	246090	248162	
YFR049W	YMR31	chrVI	+	248338	248914	
YFR050C	PRE4	chrVI	-	249942	248982	
YFR051C	RET2	chrVI	-	251846	250566	
YFR052W	"RPN12, NIN1"	chrVI	+	252466	253290	
YFR053C	HXK1	chrVI	-	255158	253486	
SUT107		chrVI	+	256470	257414	
CUT123		chrVI	+	261486	262270	
CUT124		chrVI	+	263318	263870	
SUT531		chrVI	-	263394	262522	
YFR055W		chrVI	+	264170	265586	
Unit212		chrVI	-	268372	268142	
YFR057W		chrVI	+	268959	269694	
YGL263W	COS12	chrVII	+	2765	4045	
YGL262W		chrVII	+	5210	6017	
YGL261C		chrVII	-	6754	6112	
YGL260W		chrVII	+	6758	7268	
YGL259W	YPS5	chrVII	+	8141	10125	
YGL258W-A		chrVII	+	9060	9573	
YGL258W	VEL1	chrVII	+	11008	11908	
YGL257C	MNT2	chrVII	-	14345	12489	
YGL256W	"ADH4, ZRG5, NRC465"	chrVII	+	14653	16333	
SUT532		chrVII	-	17709	17213	
YGL255W	ZRT1	chrVII	+	20741	22117	
YGL254W	"FZF1, SUL1, RSU1, NRC299"	chrVII	+	22293	23893	
CUT583		chrVII	-	23349	21885	
YGL253W	"HXK2, SCI2, HKB, HEX1"	chrVII	+	23877	25549	
YGL252C	RTG2	chrVII	-	27529	25729	
SUT109		chrVII	+	27777	29729	
YGL251C	"HFM1, MER3"	chrVII	-	31738	27743	
YGL250W		chrVII	+	31805	32861	
SUT533		chrVII	-	32901	31933	
YGL249W	ZIP2	chrVII	+	32996	35390	
SUT534		chrVII	-	35013	33109	
YGL248W	PDE1	chrVII	+	35525	36829	
YGL247W	BRR6	chrVII	+	36909	37613	
YGL246C	RAI1	chrVII	-	38833	37505	
YGL245W	"GUS1, GSN1, GluRS"	chrVII	+	38989	41069	
YGL244W	"RTF1, CSL3"	chrVII	+	41437	43189	
YGL243W	TAD1	chrVII	+	43333	44453	
YGL242C		chrVII	-	45265	44593	
YGL241W	KAP114	chrVII	+	45405	48325	
YGL240W	"DOC1, APC10"	chrVII	+	48309	49461	
YGL238W	"CSE1, KAP109"	chrVII	+	49445	52541	
YGL237C	HAP2	chrVII	-	53609	52769	
YGL235W		chrVII	+	55177	55993	
YGL236C	"MTO1, IPS1"	chrVII	-	55818	53801	
YGL234W	"ADE5,7"	chrVII	+	56382	58934	
YGL233W	SEC15	chrVII	+	58942	60310	
YGL232W	TAN1	chrVII	+	61782	62206	
YGL231C		chrVII	-	63658	63042	
SUT110		chrVII	+	63754	64306	
YGL230C		chrVII	-	64317	63594	
Unit221		chrVII	-	64321	64239	
YGL229C	SAP4	chrVII	-	67234	64370	
YGL228W	SHE10	chrVII	+	67542	69486	
YGL227W	"VID30, GID1"	chrVII	+	69470	70174	
YGL226C-A	OST5	chrVII	-	73219	73138	
YGL226W		chrVII	+	73319	73727	
SUT111		chrVII	+	74443	76699	
YGL225W	"VRG4, VIG4, LDB3, GOG5, VAN2"	chrVII	+	76791	78039	
YGL224C	"SDT1, SSM1"	chrVII	-	78959	77837	
YGL223C	"COG1, SEC36, LDB11, COD3"	chrVII	-	80402	78027	
Unit257		chrVII	+	80471	80633	
YGL222C	EDC1	chrVII	-	81483	80779	
YGL221C	NIF3	chrVII	-	82323	81467	
YGL220W		chrVII	+	82431	82919	
YGL219C	"MDM34, MMM2"	chrVII	-	84307	82827	
YGL216W	KIP3	chrVII	+	84615	87351	
YGL215W	CLG1	chrVII	+	87495	89769	
YGL213C	"SKI8, REC103"	chrVII	-	91302	90054	
YGL212W	"VAM7, VPS43"	chrVII	+	91378	92474	
YGL211W	"NCS6, YGL210W-A"	chrVII	+	92458	94570	
YGL210W	YPT32	chrVII	+	93690	94639	
CUT586		chrVII	-	94450	94290	
Unit222		chrVII	-	94682	94501	
CUT126		chrVII	+	95141	95751	
YGL209W	"MIG2, MLZ1"	chrVII	+	95803	97115	
SUT536		chrVII	-	97067	94787	
YGL208W	"SIP2, SPM2"	chrVII	+	97299	98715	
YGL207W	"SPT16, SSF1, CDC68"	chrVII	+	98867	102067	
YGL206C	"CHC1, SWA5"	chrVII	-	107599	102367	
YGL205W	"POX1, FOX1"	chrVII	+	108056	110582	
SUT537		chrVII	-	110315	108163	
anti-YGLWtau1		chrVII	-	111102	110892	
YGL203C	KEX1	chrVII	-	114838	114207	
YGL202W	ARO8	chrVII	+	115915	117611	
YGL201C	MCM6	chrVII	-	120959	117919	
anti-YGL200C-1		chrVII	+	122422	122726	
YGL200C	"EMP24, BST2"	chrVII	-	123374	122606	
YGL198W	YIP4	chrVII	+	123570	124058	
YGL197W	MDS3	chrVII	+	124596	129339	
YGL196W		chrVII	+	129850	131082	
CUT587		chrVII	-	131305	130993	
YGL195W	GCN1	chrVII	+	131481	137305	
YGL194C-A		chrVII	-	140063	139541	
YGL194C	"HOS2, RTL1"	chrVII	-	141781	140381	
YGL192W	"IME4, SPO8"	chrVII	+	142144	144226	
YGL193C		chrVII	-	142329	141738	
YGL191W	COX13	chrVII	+	144705	145441	
YGL190C	CDC55	chrVII	-	147491	145631	
Unit261		chrVII	+	147939	148213	
YGL189C	"RPS26A, RPS26"	chrVII	-	148997	148581	
